10,17.50122527
20,22.15473413
25,23.26508069
27,23.52182518
28,23.77119799
29,23.9335558
30,24.06149497
33,24.45382444
35,24.65350886
40,25.13351439
50,25.59263702
60,25.93667762
70,26.10371911
80,26.26760868
90,26.38852789
100,26.46821551
175,26.78690587
250,26.86377265
375,26.86377265
500,26.90195245
800,26.90195245
900,26.81803015
1000,26.93996515
1500,26.78690587
2000,26.62543047
3000,26.3054087
4000,25.89562093
5000,25.67993313
6000,25.02311878
7000,24.55094331
8000,23.94821212
9000,23.52182518
10000,23.1811584
50000,10.82724302
100000,4.436974992
